title,release,director,budget,opening,gross,worldwide_gross,metacritic_score,mpaa_rating,budget_mil,opening_mil,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,leadActor
Straw Dogs,2011-09-16,Rod Lurie,25000000,5123760,10324441,11168712,45,R,25.0,5.12376,tt0999913,movie,Straw Dogs,Straw Dogs,0,2011,110,Action,5.8,32927,nm0296827
The Sisterhood of Night,2014-10-18,Caryn Waechter,1000000,5264,6870,6870,60,PG-13,1.0,0.005264,tt1015471,movie,The Sisterhood of Night,The Sisterhood of Night,0,2014,104,Drama,6.2,2021,nm4609822
Selma,2015-01-09,Ava DuVernay,20000000,571450,52076908,66787908,80,PG-13,20.0,0.57145,tt1020072,movie,Selma,Selma,0,2014,128,Biography,7.5,87409,nm1250070
Argo,2012-10-12,Ben Affleck,44500000,19458109,136025503,232325503,86,R,44.5,19.458109,tt1024648,movie,Argo,Argo,0,2012,120,Biography,7.7,578992,nm0000255
The Eagle,2011-02-11,Kevin Macdonald,25000000,8684464,19490041,37989684,55,PG-13,25.0,8.684464,tt1034389,movie,The Eagle,The Eagle,0,2011,114,Action,6.2,66222,nm0110591
Silver Linings Playbook,2012-12-25,David O. Russell,21000000,443003,132092958,236412453,81,R,21.0,0.443003,tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,122,Comedy,7.7,668163,nm0000384
Monte Carlo,2011-07-01,Thomas Bezucha,20000000,7453944,23186769,39782683,43,PG,20.0,7.453944,tt1067774,movie,Monte Carlo,Monte Carlo,0,2011,109,Adventure,5.8,41616,nm0086194
Footloose,2011-10-14,Craig Brewer,24000000,15556113,51802742,63543328,58,PG-13,24.0,15.556113,tt1068242,movie,Footloose,Footloose,0,2011,113,Comedy,5.9,46810,nm0000510
Ghost Rider: Spirit of Vengeance,2012-02-17,Mark Neveldine,57000000,22115334,51774002,132563930,34,PG-13,57.0,22.115334,tt1071875,movie,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,0,2011,96,Action,4.3,112079,nm0001354
Skyfall,2012-11-09,Sam Mendes,200000000,88364714,304360277,1108569499,81,PG-13,200.0,88.364714,tt1074638,movie,Skyfall,Skyfall,0,2012,143,Action,7.8,634885,nm0365140
Dark Shadows,2012-05-11,Tim Burton,150000000,29685274,79727149,245527149,55,PG-13,150.0,29.685274,tt1077368,movie,Dark Shadows,Dark Shadows,0,2012,113,Comedy,6.2,249896,nm0000318
Lone Survivor,2014-01-10,Peter Berg,40000000,90872,125095601,154802912,60,R,40.0,0.090872,tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,121,Action,7.5,269226,nm0000242
Paul,2011-03-18,Greg Mottola,40000000,13043310,37412945,97984015,57,R,40.0,13.04331,tt1092026,movie,Paul,Paul,0,2011,104,Adventure,7.0,237414,nm0003417
The Darkest Hour,2011-12-25,Chris Gorak,30000000,2993519,21443494,64626786,18,PG-13,30.0,2.993519,tt1093357,movie,The Darkest Hour,The Darkest Hour,0,2011,89,Action,4.9,58187,nm1592225
Foxcatcher,2015-01-16,Bennett Miller,24000000,270877,12096300,19206513,81,R,24.0,0.270877,tt1100089,movie,Foxcatcher,Foxcatcher,0,2014,134,Biography,7.0,135560,nm0587955
Paddington,2015-01-16,Paul King,55000000,18966676,76271832,282377683,77,PG,55.0,18.966676,tt1109624,movie,Paddington,Paddington,0,2014,95,Adventure,7.2,100387,nm0933377
Seventh Son,2015-02-06,Sergei Bodrov,95000000,7217640,17223265,114178613,30,PG-13,95.0,7.21764,tt1121096,movie,Seventh Son,Seventh Son,0,2014,102,Action,5.5,72670,nm2539953
Big Eyes,2014-12-25,Tim Burton,10000000,3001738,14482031,29253166,62,PG-13,10.0,3.001738,tt1126590,movie,Big Eyes,Big Eyes,0,2014,106,Biography,7.0,86968,nm0000318
Lay the Favorite,2012-06-22,Stephen Frears,26350000,20998,20998,1577272,38,R,26.35,0.020998,tt1132449,movie,Lay the Favorite,Lay the Favorite,0,2012,94,Comedy,4.8,11209,nm0001876
Green Lantern,2011-06-17,Martin Campbell,200000000,53174303,116601172,219851172,39,PG-13,200.0,53.174303,tt1133985,movie,Green Lantern,Green Lantern,0,2011,114,Action,5.5,269211,nm0005351
Frankenweenie,2012-10-05,Tim Burton,39000000,11412213,35291068,81493846,74,PG,39.0,11.412213,tt1142977,movie,Frankenweenie,Frankenweenie,0,2012,87,Animation,6.9,99413,nm0001573
Beastly,2011-03-04,Daniel Barnz,17000000,9851102,27865571,43202283,40,PG-13,17.0,9.851102,tt1152398,movie,Beastly,Beastly,0,2011,86,Drama,5.6,75797,nm2860544
The Rite,2011-01-28,Mikael Håfström,37000000,14789393,33047633,96560591,38,PG-13,37.0,14.789393,tt1161864,movie,The Rite,The Rite,0,2011,114,Drama,6.0,91850,nm1246087
The Lincoln Lawyer,2011-03-18,Brad Furman,40000000,13206453,58009200,86752352,63,R,40.0,13.206453,tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,118,Crime,7.3,217866,nm0524342
Rango,2011-03-04,Gore Verbinski,135000000,38079323,123477607,245724603,75,PG,135.0,38.079323,tt1192628,movie,Rango,Rango,0,2011,107,Adventure,7.2,240334,nm0454752
The Bourne Legacy,2012-08-10,Tony Gilroy,125000000,38142825,113203870,276144750,61,PG-13,125.0,38.142825,tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,135,Action,6.6,287221,nm0719637
Harry Potter and the Deathly Hallows: Part 2,2011-07-15,David Yates,125000000,169189427,381409310,1342315825,85,PG-13,125.0,169.189427,tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011,130,Adventure,8.1,776281,nm0946734
The Muppets,2011-11-23,James Bobin,45000000,29239026,88631237,165184237,75,PG,45.0,29.239026,tt1204342,movie,The Muppets,The Muppets,0,2011,120,Adventure,7.1,88181,nm0387674
Ouija,2014-10-24,Stiles White,5000000,19875995,50856010,103687316,38,PG-13,5.0,19.875995,tt1204977,movie,Ouija,Ouija,0,2014,89,Horror,4.5,49107,nm5291376
Jack Ryan: Shadow Recruit,2014-01-17,Kenneth Branagh,60000000,15451981,50577412,135503748,57,PG-13,60.0,15.451981,tt1205537,movie,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,0,2014,105,Action,6.2,124240,nm0461136
Out of the Furnace,2013-12-06,Scott Cooper,22000000,5220288,11330849,15661554,63,R,22.0,5.220288,tt1206543,movie,Out of the Furnace,Out of the Furnace,0,2013,116,Action,6.8,108399,nm0757855
Moneyball,2011-09-23,Bennett Miller,50000000,19501302,75605492,110206216,87,PG-13,50.0,19.501302,tt1210166,movie,Moneyball,Moneyball,0,2011,133,Biography,7.6,376353,nm0006894
The Lone Ranger,2013-07-03,Gore Verbinski,215000000,29210849,89302115,260502115,37,PG-13,215.0,29.210849,tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013,150,Action,6.4,223344,nm2309517
Seeking Justice,2011-09-02,Roger Donaldson,17000000,249912,411746,14089528,38,R,17.0,0.249912,tt1214962,movie,Seeking Justice,Seeking Justice,0,2011,105,Action,6.2,44789,nm0001602
Cars 2,2011-06-24,John Lasseter,200000000,66135507,191452396,559852396,57,G,200.0,66.135507,tt1216475,movie,Cars 2,Cars 2,0,2011,106,Adventure,6.1,164183,nm0714066
Brave,2012-06-22,Mark Andrews,185000000,66323594,237283207,538983207,69,PG,185.0,66.323594,tt1217209,movie,Brave,Brave,0,2012,93,Adventure,7.1,377657,nm0000668
Zookeeper,2011-07-08,Frank Coraci,80000000,20065617,80360843,169852759,30,PG,80.0,20.065617,tt1222817,movie,Zookeeper,Zookeeper,0,2011,102,Comedy,5.2,58047,nm0065608
Mission: Impossible - Ghost Protocol,2011-12-21,Brad Bird,145000000,12785204,209397903,694713380,73,PG-13,145.0,12.785204,tt1229238,movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,0,2011,132,Action,7.4,460891,nm0009190
21 Jump Street,2012-03-16,Phil Lord,42000000,36302612,138447667,201585328,69,R,42.0,36.302612,tt1232829,movie,21 Jump Street,21 Jump Street,0,2012,109,Action,7.2,515272,nm0001084
RoboCop,2014-02-12,José Padilha,100000000,21681430,58607007,242688965,52,PG-13,100.0,21.68143,tt1234721,movie,RoboCop,RoboCop,0,2014,117,Action,6.1,217541,nm0628080
The Future,2011-08-17,Miranda July,1000000,27137,568662,887172,67,R,1.0,0.027137,tt1235170,movie,The Future,The Future,0,2011,91,Drama,6.2,8326,nm0083340
Broken City,2013-01-18,Allen Hughes,35000000,8268908,19701164,34737199,49,R,35.0,8.268908,tt1235522,movie,Broken City,Broken City,0,2013,109,Action,6.2,76853,nm4185845
Your Highness,2011-04-08,David Gordon Green,49900000,9360020,21596445,28013733,31,R,49.9,9.36002,tt1240982,movie,Your Highness,Your Highness,0,2011,102,Adventure,5.5,97004,nm1727356
We Need to Talk About Kevin,2011-10-21,Lynne Ramsay,7000000,24587,1738692,9232318,68,R,7.0,0.024587,tt1242460,movie,We Need to Talk About Kevin,We Need to Talk About Kevin,0,2011,112,Drama,7.5,140217,nm0000604
Bellflower,2012-03-21,Evan Glodell,17000,22279,168226,172935,72,R,0.017,0.022279,tt1242599,movie,Bellflower,Bellflower,0,2011,103,Action,6.4,7629,nm3035370
Serena,2015-02-26,Susanne Bier,30000000,100090,176391,5092129,36,R,30.0,0.10009,tt1247690,movie,Serena,Serena,0,2014,109,Drama,5.4,27380,nm0963211
Salvation Boulevard,2011-07-15,George Ratliff,5500000,7208,28468,89182,35,R,5.5,0.007208,tt1251743,movie,Salvation Boulevard,Salvation Boulevard,0,2011,96,Comedy,5.3,4430,nm1488027
Immortals,2011-11-11,Tarsem Singh,75000000,32206425,83504017,226904017,46,R,75.0,32.206425,tt1253864,movie,Immortals,Immortals,0,2011,110,Action,6.0,161872,nm0004799
The Cabin in the Woods,2012-04-13,Drew Goddard,30000000,14743614,42073277,69935600,72,R,30.0,14.743614,tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,95,Horror,7.0,380513,nm1393354
Hercules,2014-07-25,Brett Ratner,100000000,29800263,72688614,244819862,47,PG-13,100.0,29.800263,tt1267297,movie,Hercules,Hercules,0,2014,98,Action,6.0,147334,nm0000457
The Devil's Double,2011-09-08,Lee Tamahori,19100000,96414,1361512,5728213,52,R,19.1,0.096414,tt1270262,movie,The Devil's Double,The Devil's Double,0,2011,109,Biography,7.1,60486,nm0714460
2 Guns,2013-08-02,Baltasar Kormákur,61000000,27059130,75612460,131940411,55,R,61.0,27.05913,tt1272878,movie,2 Guns,2 Guns,0,2013,109,Action,6.7,199139,nm1398578
Looper,2012-09-28,Rian Johnson,30000000,20801552,66486205,176506819,84,R,30.0,20.801552,tt1276104,movie,Looper,Looper,0,2012,113,Action,7.4,538799,nm0006911
Madagascar 3: Europe's Most Wanted,2012-06-08,Eric Darnell,145000000,60316738,216391482,746921274,60,PG,145.0,60.316738,tt1277953,movie,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,0,2012,95,Adventure,6.8,165735,nm0001674
Fort McCoy,2014-08-15,Kate Connor,3000000,4070,78948,78948,47,R,3.0,0.00407,tt1282046,movie,Fort McCoy,Fort McCoy,0,2011,100,Drama,5.9,358,nm0104129
Teenage Mutant Ninja Turtles,2014-08-08,Jonathan Liebesman,125000000,65575105,191204754,485004754,31,PG-13,125.0,65.575105,tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014,101,Action,5.8,202097,nm0509448
Warrior,2011-09-09,Gavin O'Connor,25000000,5242107,13657115,23308615,71,PG-13,25.0,5.242107,tt1291584,movie,Warrior,Warrior,0,2011,140,Action,8.2,440603,nm0000560
The FP,2011-03-13,Brandon Trost,60000,15465,40557,40557,48,R,0.06,0.015465,tt1296373,movie,The FP,The FP,0,2011,82,Action,5.6,1624,nm3660335
Eva,2015-03-13,Kike Maíllo,10395,16738,1292789,,57,PG-13,0.010395,0.016738,tt1298554,movie,Eva,Eva,0,2011,94,Drama,6.7,9670,nm2975962
Pirates of the Caribbean: On Stranger Tides,2011-05-20,Rob Marshall,250000000,90151958,241071802,1045713802,45,PG-13,250.0,90.151958,tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,0,2011,137,Action,6.6,486079,nm0551128
Kung Fu Panda 2,2011-05-26,Jennifer Yuh Nelson,150000000,47656302,165249063,665692281,67,PG,150.0,47.656302,tt1302011,movie,Kung Fu Panda 2,Kung Fu Panda 2,0,2011,90,Action,7.2,257243,nm0000163
Mars Needs Moms,2011-03-11,Simon Wells,150000000,6914488,21392758,39233678,49,PG,150.0,6.914488,tt1305591,movie,Mars Needs Moms,Mars Needs Moms,0,2011,88,Action,5.4,21302,nm0106455
50/50,2011-09-30,Jonathan Levine,8000000,8644095,35014192,41097853,72,R,8.0,8.644095,tt1306980,movie,50/50,50/50,0,2011,100,Comedy,7.6,317273,nm0447695
Seeking a Friend for the End of the World,2012-06-22,Lorene Scafaria,10000000,3822803,7078738,11681781,59,R,10.0,3.822803,tt1307068,movie,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,0,2012,101,Adventure,6.7,108243,nm2229726
Bullet to the Head,2013-02-01,Walter Hill,45000000,4548201,9489829,21947209,48,R,45.0,4.548201,tt1308729,movie,Bullet to the Head,Bullet to the Head,0,2012,92,Action,5.7,47816,nm5631325
Rise of the Planet of the Apes,2011-08-05,Rupert Wyatt,93000000,54806191,176760185,481800873,68,PG-13,93.0,54.806191,tt1318514,movie,Rise of the Planet of Apes,Rise of the Planet of the Apes,0,2011,105,Action,7.6,499245,nm1858656
There Be Dragons,2011-11-09,Roland Joffé,36000000,705537,1069334,4372642,33,PG-13,36.0,0.705537,tt1316616,movie,There Be Dragons,There Be Dragons,0,2011,122,Biography,5.8,4550,nm0779084
Oldboy,2013-11-27,Spike Lee,30000000,885382,2193658,5186767,49,R,30.0,0.885382,tt1321511,movie,Oldboy,Oldboy,0,2013,104,Action,5.7,69993,nm0205713
Gangster Squad,2013-01-11,Ruben Fleischer,60000000,17070347,46000903,105200903,40,R,60.0,17.070347,tt1321870,movie,Gangster Squad,Gangster Squad,0,2013,113,Action,6.7,207500,nm1297015
The Twilight Saga: Breaking Dawn - Part 1,2011-11-18,Bill Condon,110000000,138122261,281287133,712205856,45,PG-13,110.0,138.122261,tt1324999,movie,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,0,2011,117,Adventure,4.9,226126,nm0001980
The Lucky One,2012-04-20,Scott Hicks,25000000,22518358,60457138,99357138,39,PG-13,25.0,22.518358,tt1327194,movie,The Lucky One,The Lucky One,0,2012,101,Drama,6.5,102445,nm0566557
47 Ronin,2013-12-25,Carl Rinsch,175000000,9910310,38362475,151783839,28,PG-13,175.0,9.91031,tt1335975,movie,47 Ronin,47 Ronin,0,2013,128,Action,6.3,148811,nm0727754
Rock of Ages,2012-06-15,Adam Shankman,75000000,14437269,38518613,59418613,47,PG-13,75.0,14.437269,tt1336608,movie,Rock of Ages,Rock of Ages,0,2012,123,Comedy,5.9,74424,nm0335400
Tinker Tailor Soldier Spy,2012-01-06,Tomas Alfredson,310562,24149393,81513136,,85,R,0.310562,24.149393,tt1340800,movie,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,0,2011,122,Drama,7.1,189506,nm0019247
Dredd,2012-09-21,Pete Travis,50000000,6278491,13414714,41037742,60,R,50.0,6.278491,tt1343727,movie,Dredd,Dredd,0,2012,95,Action,7.1,255935,nm0905957
Jack the Giant Slayer,2013-03-01,Bryan Singer,195000000,27202226,65187603,197687603,51,PG-13,195.0,27.202226,tt1351685,movie,Jack the Giant Slayer,Jack the Giant Slayer,0,2013,114,Adventure,6.2,132680,nm0631490
If I Stay,2014-08-22,R.J. Cutler,11000000,15679190,50474843,78274843,46,PG-13,11.0,15.67919,tt1355630,movie,If I Stay,If I Stay,0,2014,107,Drama,6.7,116905,nm0257969
Cloud Atlas,2012-10-26,Tom Tykwer,102000000,9612247,27108272,130482868,55,R,102.0,9.612247,tt1371111,movie,Cloud Atlas,Cloud Atlas,0,2012,172,Action,7.4,346845,nm0915989
Upside Down,2013-02-06,Juan Solanas,60000000,28722,105095,22187813,45,PG-13,60.0,0.028722,tt1374992,movie,Upside Down,Upside Down,0,2012,109,Drama,6.4,69712,nm0001758
The Adventurer: The Curse of the Midas Box,2013-12-05,Jonathan Newman,15000000,4756,6399,128471,39,PG,15.0,0.004756,tt1376213,movie,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,0,2013,100,Adventure,5.5,6170,nm1776365
The Adjustment Bureau,2011-03-04,George Nolfi,50200000,21157730,62495645,127869379,60,PG-13,50.2,21.15773,tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,0,2011,106,Romance,7.0,246002,nm2564974
Total Recall,2012-08-03,Len Wiseman,125000000,25577758,58877969,198467168,43,PG-13,125.0,25.577758,tt1386703,movie,Total Recall,Total Recall,0,2012,118,Action,6.3,241922,nm0936482
Stand Up Guys,2013-02-01,Fisher Stevens,15000000,1486390,3310031,5072654,41,R,15.0,1.48639,tt1389096,movie,Stand Up Guys,Stand Up Guys,0,2012,95,Comedy,6.5,53531,nm1202838
We Bought a Zoo,2011-12-23,Cameron Crowe,50000000,9360434,75624550,120081841,58,PG,50.0,9.360434,tt1389137,movie,We Bought a Zoo,We Bought a Zoo,0,2011,124,Comedy,7.1,136175,nm1102577
The Hunger Games,2012-03-23,Gary Ross,78000000,152535747,408010692,694394724,68,PG-13,78.0,152.535747,tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,142,Action,7.2,851674,nm2955013
Prisoners,2013-09-20,Denis Villeneuve,46000000,20817053,61002302,122126687,70,R,46.0,20.817053,tt1392214,movie,Prisoners,Prisoners,0,2013,153,Crime,8.1,612577,nm3360706
Mr. Popper's Penguins,2011-06-17,Mark Waters,55000000,18445355,68224452,187361754,53,PG,55.0,18.445355,tt1396218,movie,Mr. Popper's Penguins,Mr. Popper's Penguins,0,2011,94,Comedy,6.0,89429,nm0001450
Journey 2: The Mysterious Island,2012-02-10,Brad Peyton,79000000,27335363,103860290,335260290,41,PG,79.0,27.335363,tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,94,Action,5.8,94871,nm0894523
Transformers: Dark of the Moon,2011-06-29,Michael Bay,195000000,97852865,352390543,1123794079,42,PG-13,195.0,97.852865,tt1399103,movie,Transformers: Dark of the Moon,Transformers: Dark of the Moon,0,2011,154,Action,6.2,387034,nm0225146
Unknown,2011-02-18,Jaume Collet-Serra,30000000,21856389,63686397,135710029,56,PG-13,30.0,21.856389,tt1401152,movie,Unknown,Unknown,0,2011,113,Action,6.8,251148,nm0005064
Happy Feet Two,2011-11-18,George Miller,135000000,21237068,64006466,159197038,50,PG,135.0,21.237068,tt1402488,movie,Happy Feet Two,Happy Feet Two,0,2011,117,Adventure,5.9,42247,nm0248495
Star Trek Into Darkness,2013-05-16,J.J. Abrams,190000000,70165559,228778661,467365246,72,PG-13,190.0,70.165559,tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013,132,Action,7.7,465497,nm0757855
Ride Along,2014-01-17,Tim Story,25000000,41516170,134938200,154468902,41,PG-13,25.0,41.51617,tt1408253,movie,Ride Along,Ride Along,0,2014,99,Action,6.2,104558,nm0006534
Campus Radio,2011-01-01,,1000000,3196,4000,4000,,PG-13,1.0,0.003196,tt1409006,movie,Campus Radio,Campus Radio,0,2011,90,Comedy,7.8,31,nm3391308
Men in Black 3,2012-05-25,Barry Sonnenfeld,225000000,54592779,179020854,624026776,58,PG-13,225.0,54.592779,tt1409024,movie,Men in Black 3,Men in Black 3,0,2012,106,Action,6.8,338101,nm1318596
Riddick,2013-09-06,David Twohy,38000000,19030375,42025135,98337295,49,R,38.0,19.030375,tt1411250,movie,Riddick,Riddick,0,2013,119,Action,6.4,155370,nm0878638
Hop,2011-04-01,Tim Hill,63000000,37543710,108085305,183954145,41,PG,63.0,37.54371,tt1411704,movie,Hop,Hop,0,2011,95,Adventure,5.4,32053,nm0192505
The Best Exotic Marigold Hotel,2012-05-25,John Madden,10000000,737051,46412041,136836272,62,PG-13,10.0,0.737051,tt1412386,movie,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,0,2011,124,Comedy,7.3,90963,nm0194446
Kill the Irishman,2012-05-11,Jonathan Hensleigh,12000000,145430,1188194,1188194,50,R,12.0,0.14543,tt1416801,movie,Kill the Irishman,Kill the Irishman,0,2011,106,Biography,7.1,46310,nm0000686
"I, Frankenstein",2014-01-24,Stuart Beattie,65000000,8610441,19075290,76801179,30,PG-13,65.0,8.610441,tt1418377,movie,"I, Frankenstein","I, Frankenstein",0,2014,92,Action,5.1,78613,nm0340485
Black Nativity,2013-11-27,Kasi Lemmons,17500000,3669530,7018189,7454185,48,PG,17.5,3.66953,tt1425922,movie,Black Nativity,Black Nativity,0,2013,93,Drama,4.6,2062,nm0400745
Hansel & Gretel: Witch Hunters,2013-01-25,Tommy Wirkola,50000000,19690956,55703475,226349749,23,R,50.0,19.690956,tt1428538,movie,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,0,2013,88,Action,6.1,196071,nm0719637
Arthur Christmas,2011-11-23,Sarah Smith,100000000,12068931,46462469,147421719,69,PG,100.0,12.068931,tt1430607,movie,Arthur Christmas,Arthur Christmas,0,2011,97,Adventure,7.1,53318,nm0631490
Brick Mansions,2014-04-25,Camille Delamarre,28000000,9516855,20396829,71416730,40,PG-13,28.0,9.516855,tt1430612,movie,Brick Mansions,Brick Mansions,0,2014,90,Action,5.7,40293,nm0529563
Big Miracle,2012-02-03,Ken Kwapis,40000000,7760205,20157300,24740061,61,PG,40.0,7.760205,tt1430615,movie,Big Miracle,Big Miracle,0,2012,107,Biography,6.5,18857,nm1024677
Rio,2011-04-15,Carlos Saldanha,90000000,39225962,143619809,483866518,63,G,90.0,39.225962,tt1436562,movie,Rio,Rio,0,2011,96,Adventure,6.9,208822,nm0251986
Battleship,2012-05-18,Peter Berg,209000000,25534825,65422625,303025485,41,PG-13,209.0,25.534825,tt1440129,movie,Battleship,Battleship,0,2012,131,Action,5.8,238000,nm1982597
This Must Be the Place,2011-08-24,Paolo Sorrentino,7754,143979,11928909,,61,R,0.007754,0.143979,tt1440345,movie,This Must Be the Place,This Must Be the Place,0,2011,118,Adventure,6.7,33044,nm0000576
Under the Skin,2014-07-23,Jonathan Glazer,13300000,133154,2614251,5735963,80,R,13.3,0.133154,tt1441395,movie,Under the Skin,Under the Skin,0,2013,108,Drama,6.3,131528,nm0917059
Rise of the Guardians,2012-11-21,Peter Ramsey,145000000,23773465,103412758,306941670,58,PG,145.0,23.773465,tt1446192,movie,Rise of the Guardians,Rise of the Guardians,0,2012,97,Action,7.3,159010,nm0077110
Prometheus,2012-06-08,Ridley Scott,130000000,51050101,126477084,403354469,64,R,130.0,51.050101,tt1446714,movie,Prometheus,Prometheus,0,2012,124,Adventure,7.0,572653,nm0795953
Killer Elite,2011-09-23,Gary McKendry,70000000,9352008,25124966,57084522,44,R,70.0,9.352008,tt1448755,movie,Killer Elite,Killer Elite,0,2011,116,Action,6.4,124694,nm0099278
Filth,2014-04-24,Jon S. Baird,5000000,7526,34411,8417248,56,R,5.0,0.007526,tt1450321,movie,Filth,Filth,0,2013,97,Comedy,7.1,102864,nm1676089
Monsters University,2013-06-21,Dan Scanlon,200000000,82429469,268492764,743559645,65,G,200.0,82.429469,tt1453405,movie,Monsters University,Monsters University,0,2013,104,Adventure,7.3,326933,nm0314870
