title,release,startYear,top3_actors
Captain Marvel,2019-03-08,2019,"['Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn']"
The Kid,2019-03-08,2019,"['Jake Schur', 'Leila George', 'Chris Pratt']"
Wonder Park,2019-03-15,2019,"['Sofia Mali', 'Jennifer Garner', 'Ken Hudson Campbell']"
Captive State,2019-03-15,2019,"['John Goodman', 'Ashton Sanders', 'Jonathan Majors']"
Us,2019-03-22,2019,"[""Lupita Nyong'o"", 'Winston Duke', 'Elisabeth Moss']"
Dumbo,2019-03-29,2019,"['Colin Farrell', 'Michael Keaton', 'Danny DeVito']"
The Best of Enemies,2019-04-05,2019,"['Taraji P. Henson', 'Sam Rockwell', 'Babou Ceesay']"
Pet Sematary,2019-04-05,2019,"['Jason Clarke', 'Amy Seimetz', 'John Lithgow']"
Shazam!,2019-04-05,2019,"['Zachary Levi', 'Mark Strong', 'Asher Angel']"
Little,2019-04-12,2019,"['Regina Hall', 'Issa Rae', 'Marsai Martin']"
Hellboy,2019-04-12,2019,"['Mark Stanley', 'Brian Gleeson', 'Nadya Keranova']"
Missing Link,2019-04-12,2019,"['Hugh Jackman', 'David Walliams', 'Stephen Fry']"
High Life,2019-04-12,2018,"['Robert Pattinson', 'Juliette Binoche', 'André 3000']"
High on the Hog,2019-04-16,2019,"['Sid Haig', 'Joe Estevez', ""Robert Z'Dar""]"
Under the Silver Lake,2019-04-19,2018,"['Andrew Garfield', 'Wendy Vanden Heuvel', 'Deborah Geffner']"
Avengers: Endgame,2019-04-26,2019,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']"
UglyDolls,2019-05-03,2019,"['Pitbull', 'Ice-T', 'Kelly Clarkson']"
El Chicano,2019-05-03,2018,"['Logan Arevalo', 'Julian Bray', 'Adolfo Alvarez']"
Poms,2019-05-10,2019,"['Diane Keaton', 'Jacki Weaver', 'Celia Weston']"
Tolkien,2019-05-10,2019,"['Nicholas Hoult', 'Al Bollands', 'Kallum Tolkien']"
A Dog's Journey,2019-05-17,2019,"['Josh Gad', 'Dennis Quaid', 'Kathryn Prescott']"
John Wick: Chapter 3 - Parabellum,2019-05-17,2019,"['Keanu Reeves', 'Halle Berry', 'Ian McShane']"
Brightburn,2019-05-24,2019,"['Elizabeth Banks', 'David Denman', 'Jackson A. Dunn']"
The Lumber Baron,2019-05-24,2019,"['Joseph Bezenek', 'Christina Baldwin', 'Anna Stranz']"
Aladdin,2019-05-24,2019,"['Will Smith', 'Mena Massoud', 'Naomi Scott']"
Godzilla: King of the Monsters,2019-05-31,2019,"['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown']"
Ma,2019-05-31,2019,"['Octavia Spencer', 'Diana Silvers', 'Juliette Lewis']"
Rocketman,2019-05-31,2019,"['Taron Egerton', 'Jamie Bell', 'Richard Madden']"
The Secret Life of Pets 2,2019-06-07,2019,"['Patton Oswalt', 'Kevin Hart', 'Harrison Ford']"
Shaft,2019-06-14,2019,"['Samuel L. Jackson', 'Jessie T. Usher', 'Richard Roundtree']"
Men in Black: International,2019-06-14,2019,"['Chris Hemsworth', 'Tessa Thompson', 'Kumail Nanjiani']"
Child's Play,2019-06-21,2019,"['Catherine Hicks', 'Chris Sarandon', 'Alex Vincent']"
Toy Story 4,2019-06-21,2019,"['Tom Hanks', 'Tim Allen', 'Annie Potts']"
Annabelle Comes Home,2019-06-26,2019,"['Vera Farmiga', 'Patrick Wilson', 'Mckenna Grace']"
Yesterday,2019-06-28,2019,"['Himesh Patel', 'Lily James', 'Sophia Di Martino']"
Ophelia,2019-06-28,2018,"['Daisy Ridley', 'Mia Quiney', ""Calum O'Rourke""]"
Spider-Man: Far from Home,2019-07-02,2019,"['Tom Holland', 'Samuel L. Jackson', 'Jake Gyllenhaal']"
Midsommar,2019-07-03,2019,"['Florence Pugh', 'Jack Reynor', 'Vilhelm Blomgren']"
Stuber,2019-07-12,2019,"['Dave Bautista', 'Kumail Nanjiani', 'Mira Sorvino']"
Crawl,2019-07-12,2019,"['Kaya Scodelario', 'Barry Pepper', 'Morfydd Clark']"
The Lion King,2019-07-19,2019,"['Chiwetel Ejiofor', 'John Oliver', 'James Earl Jones']"
Union,2019-08-02,2018,"['Marcelle LeBlanc', 'Virginia Newcomb', 'Jeff Marchelletta']"
Fast & Furious Presents: Hobbs & Shaw,2019-08-02,2019,"['Dwayne Johnson', 'Jason Statham', 'Idris Elba']"
Brian Banks,2019-08-09,2018,"['Aldis Hodge', 'Greg Kinnear', 'Sherri Shepherd']"
The Kitchen,2019-08-09,2019,"['Melissa McCarthy', 'Tiffany Haddish', 'Elisabeth Moss']"
Scary Stories to Tell in the Dark,2019-08-09,2019,"['Zoe Margaret Colletti', 'Michael Garza', 'Gabriel Rush']"
The Art of Racing in the Rain,2019-08-09,2019,"['Kevin Costner', 'Milo Ventimiglia', 'Jackie Minns']"
Dora and the Lost City of Gold,2019-08-09,2019,"['Benicio Del Toro', 'Madelyn Miranda', 'Dee Bradley Baker']"
The Angry Birds Movie 2,2019-08-14,2019,"['Jason Sudeikis', 'Josh Gad', 'Leslie Jones']"
Blinded by the Light,2019-08-16,2019,"['Billy Barratt', 'Ronak Singh Chadha Berges', 'Viveik Kalra']"
47 Meters Down: Uncaged,2019-08-16,2019,"['Sophie Nélisse', 'Corinne Foxx', 'Brianne Tju']"
Ready or Not,2019-08-21,2019,"['Samara Weaving', 'Adam Brody', ""Mark O'Brien""]"
The Peanut Butter Falcon,2019-08-23,2019,"['Zack Gottsagen', 'Ann Owens', 'Dakota Johnson']"
Overcomer,2019-08-23,2019,"['Alex Kendrick', 'Priscilla C. Shirer', 'Cameron Arnett']"
Don't Let Go,2019-08-30,2019,"['David Oyelowo', 'Storm Reid', 'Mykelti Williamson']"
It Chapter Two,2019-09-06,2019,"['Jessica Chastain', 'James McAvoy', 'Bill Hader']"
Hustlers,2019-09-13,2019,"['Constance Wu', 'Jennifer Lopez', 'Julia Stiles']"
Ad Astra,2019-09-20,2019,"['Brad Pitt', 'Tommy Lee Jones', 'Ruth Negga']"
Abominable,2019-09-27,2019,"['Chloe Bennet', 'Albert Tsai', 'Tenzing Norgay Trainor']"
Joker,2019-10-04,2019,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']"
Gemini Man,2019-10-11,2019,"['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen']"
Jexi,2019-10-11,2019,"['Adam Devine', 'Alexandra Shipp', 'Rose Byrne']"
The Addams Family,2019-10-11,2019,"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']"
Maleficent: Mistress of Evil,2019-10-18,2019,"['Angelina Jolie', 'Elle Fanning', 'Harris Dickinson']"
Zombieland: Double Tap,2019-10-18,2019,"['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone']"
Black and Blue,2019-10-25,2019,"['Naomie Harris', 'Tyrese Gibson', 'Frank Grillo']"
Harriet,2019-11-01,2019,"['Cynthia Erivo', 'Leslie Odom Jr.', 'Joe Alwyn']"
Terminator: Dark Fate,2019-11-01,2019,"['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis']"
Motherless Brooklyn,2019-11-01,2019,"['Edward Norton', 'Gugu Mbatha-Raw', 'Alec Baldwin']"
Doctor Sleep,2019-11-08,2019,"['Ewan McGregor', 'Rebecca Ferguson', 'Kyliegh Curran']"
Midway,2019-11-08,2019,"['Ed Skrein', 'Patrick Wilson', 'Woody Harrelson']"
Last Christmas,2019-11-08,2019,"['Madison Ingoldsby', 'Emma Thompson', 'Boris Isakovic']"
Jojo Rabbit,2019-11-08,2019,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson']"
Waves,2019-11-15,2019,"['Kelvin Harrison Jr.', 'Lucas Hedges', 'Taylor Russell']"
Charlie's Angels,2019-11-15,2019,"['Kristen Stewart', 'Naomi Scott', 'Ella Balinska']"
Ford v Ferrari,2019-11-15,2019,"['Matt Damon', 'Christian Bale', 'Jon Bernthal']"
The Good Liar,2019-11-15,2019,"['Helen Mirren', 'Ian McKellen', 'Russell Tovey']"
Frozen II,2019-11-22,2019,"['Kristen Bell', 'Idina Menzel', 'Josh Gad']"
21 Bridges,2019-11-22,2019,"['Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons']"
Knives Out,2019-11-27,2019,"['Daniel Craig', 'Chris Evans', 'Ana de Armas']"
Queen & Slim,2019-11-27,2019,"['Daniel Kaluuya', 'Jodie Turner-Smith', 'Bokeem Woodbine']"
Jay and Silent Bob Reboot,2019-11-29,2019,"['Joey Lauren Adams', 'Ben Affleck', 'Fred Armisen']"
Playmobil: The Movie,2019-12-06,2019,"['Anya Taylor-Joy', 'Jim Gaffigan', 'Gabriel Bateman']"
Black Christmas,2019-12-13,2019,"['Olivia Hussey', 'Keir Dullea', 'Margot Kidder']"
Richard Jewell,2019-12-13,2019,"['Paul Walter Hauser', 'Sam Rockwell', 'Brandon Stanley']"
Jumanji: The Next Level,2019-12-13,2019,"['Dwayne Johnson', 'Kevin Hart', 'Jack Black']"
Crown Vic,2019-12-15,2019,"['Bridget Moynahan', 'Thomas Jane', 'David Krumholtz']"
Star Wars: Episode IX - The Rise of Skywalker,2019-12-20,2019,"['Carrie Fisher', 'Mark Hamill', 'Adam Driver']"
Cats,2019-12-20,2019,"['Robbie Fairchild', 'Mette Towley', 'Daniela Norman']"
Uncut Gems,2019-12-25,2019,"['Mesfin Lamengo', 'Sun Zhi Hua-Hilton', 'Liang Wei-Hui-Duncan']"
Spies in Disguise,2019-12-25,2019,"['Rachel Brosnahan', 'Jarrett Bruno', 'Claire Crosby']"
Just Mercy,2020-01-10,2019,"['Jamie Foxx', 'Charlie Pye Jr.', 'Michael Harding']"
Underwater,2020-01-10,2020,"['Kristen Stewart', 'Vincent Cassel', 'Mamoudou Athie']"
1917,2020-01-10,2019,"['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays']"
Bad Boys for Life,2020-01-17,2020,"['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens']"
Dolittle,2020-01-17,2020,"['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen']"
The Gentlemen,2020-01-24,2019,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery']"
The Turning,2020-01-24,2020,"['Mackenzie Davis', 'Finn Wolfhard', 'Brooklynn Prince']"
The Rhythm Section,2020-01-31,2020,"['Blake Lively', 'Richard Brake', 'Elly Curtis']"
Gretel & Hansel,2020-01-31,2020,"['Sophia Lillis', 'Samuel Leakey', 'Alice Krige']"
Sonic the Hedgehog,2020-02-14,2020,"['Ben Schwartz', 'James Marsden', 'Jim Carrey']"
Fantasy Island,2020-02-14,2020,"['Michael Peña', 'Maggie Q', 'Lucy Hale']"
Brahms: The Boy II,2020-02-21,2020,"['Katie Holmes', 'Christopher Convery', 'Owain Yeoman']"
The Call of the Wild,2020-02-21,2020,"['Harrison Ford', 'Omar Sy', 'Cara Gee']"
The Invisible Man,2020-02-28,2020,"['Elisabeth Moss', 'Oliver Jackson-Cohen', 'Harriet Dyer']"
Emma.,2020-03-06,2020,"['Anya Taylor-Joy', 'Angus Imrie', 'Letty Thomas']"
I Still Believe,2020-03-13,2020,"['K.J. Apa', 'Britt Robertson', 'Nathan Parsons']"
Bloodshot,2020-03-13,2020,"['Vin Diesel', 'Eiza González', 'Sam Heughan']"
The Hunt,2020-03-13,2020,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp']"
Cut Throat City,2020-08-21,2020,"['Shameik Moore', 'Demetrius Shipp Jr.', 'Denzel Whitaker']"
The New Mutants,2020-08-28,2020,"['Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton']"
Tenet,2020-09-03,2020,"['Juhan Ulfsak', 'Jefferson Hall', 'Ivo Uukkivi']"
The Wolf of Snow Hollow,2020-10-09,2020,"['Jim Cummings', 'Riki Lindhome', 'Robert Forster']"
Freaky,2020-11-13,2020,"['Vince Vaughn', 'Kathryn Newton', ""Celeste O'Connor""]"
Monster Hunter,2020-12-18,2020,"['Milla Jovovich', 'Tony Jaa', 'Ron Perlman']"
Chaos Walking,2021-03-05,2021,"['Tom Holland', 'Daisy Ridley', 'Demián Bichir']"
Nobody,2021-03-26,2021,"['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen']"
Godzilla vs. Kong,2021-03-31,2021,"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall']"
